ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Customer_Tenure_Days,Web_Conversion_Rate,Income_Group,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,KMeans_Cluster,Cluster_Name,PCA1,PCA2,Segment
4974,1970,Graduate,Alone,83273.0,1,2,2012-09-25,98,433,89,650,16,102,102,10,4,6,9,7,0,0,0,0,0,0,0,44,3,4,1392,19,0,827,0.5714285714285714,High,1,4,4,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,1.156984175558351,4.423655595211039,Deal-Seeking Families
8416,1981,Graduate,Partner,29009.0,1,0,2013-11-29,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,33,1,2,44,5,0,397,0.3333333333333333,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.1096859272254136,-0.4920711967910827,Budget Families
5454,1979,Postgraduate,Partner,45057.0,1,0,2013-12-01,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,35,1,2,50,5,0,395,0.4,Mid-Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-1.7499400007476622,-0.847850533768528,Budget Families
4095,1971,Graduate,Partner,37150.0,1,0,2012-09-11,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,43,1,2,467,13,0,841,0.5714285714285714,Mid-Low,1,3,3,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.5521901974135631,2.2610114257540976,Deal-Seeking Families
5474,1970,Graduate,Alone,43020.0,1,0,2013-11-30,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,44,1,2,223,9,0,396,0.6666666666666666,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.069677183990057,0.2901331019861566,Budget Families
4268,1959,Graduate,Partner,53154.0,0,1,2014-06-09,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,55,1,2,158,8,0,205,0.75,Mid-High,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.0611566471694214,-0.644656976149354,Budget Families
10701,1973,Graduate,Partner,65308.0,0,0,2013-09-11,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,41,0,1,1211,27,2,476,1.75,Mid-High,2,4,4,10,Loyal Customers,2,Cluster 2 - VIP Champions,3.7184822460461984,-0.7882691480123719,VIP Champions
3507,1970,Graduate,Alone,76467.0,1,0,2012-08-17,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,1,44,1,2,1575,12,0,866,0.3333333333333333,High,3,3,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.1782955324013318,-0.39387293361809406,Affluent Loyalists
2079,1947,Undergraduate,Partner,81044.0,0,0,2013-12-27,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,0,67,0,1,1208,21,0,369,5.0,High,4,4,4,12,Champions,1,Cluster 1 - Affluent Loyalists,2.411740506973695,-0.7428561213294629,Affluent Loyalists
626,1951,Graduate,Partner,32871.0,1,1,2013-03-09,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,63,2,3,43,4,0,662,0.25,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.546143542807127,-0.37816260904669313,Budget Families
4426,1975,Graduate,Alone,55801.0,1,1,2013-09-22,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0,39,2,3,527,15,1,465,1.0,Mid-High,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.23731607598343524,2.355686611560485,Deal-Seeking Families
2591,1959,Graduate,Alone,76320.0,0,1,2014-06-22,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,0,55,1,2,932,13,0,192,3.0,High,3,3,3,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,0.927803755976271,0.24384619076209926,Affluent Loyalists
10509,1955,Postgraduate,Alone,36927.0,1,1,2014-06-02,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0,59,2,3,71,6,0,212,0.375,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-2.099363630530079,0.34270420948623903,Budget Families
6382,1953,Graduate,Partner,48794.0,1,1,2014-06-26,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,0,61,2,3,54,4,0,188,0.25,Mid-Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.2005905349907793,-0.35697061813713776,Budget Families
6673,1965,Graduate,Alone,23478.0,0,0,2013-03-19,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,49,0,1,129,6,0,652,0.375,Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.6033055064898396,-1.3372986811369192,Budget Families
7441,1973,Graduate,Alone,71128.0,1,0,2012-10-06,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,41,1,2,1615,24,0,816,0.2857142857142857,High,1,4,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.55467299126057,0.33398302021195975,Affluent Loyalists
1071,1976,Postgraduate,Alone,70179.0,0,1,2013-07-21,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,38,1,2,1034,23,0,528,1.4,High,4,4,3,11,Champions,3,Cluster 3 - Deal-Seeking Families,1.600098465035096,1.0314557640447441,Deal-Seeking Families
10061,1950,Graduate,Partner,59462.0,0,1,2013-01-05,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,64,1,2,1088,23,0,725,1.2857142857142858,Mid-High,3,4,4,11,Champions,3,Cluster 3 - Deal-Seeking Families,1.5300299610661194,0.9579527780311295,Deal-Seeking Families
7187,1969,Postgraduate,Partner,51381.5,1,1,2013-05-18,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,45,2,3,721,18,0,592,1.3333333333333333,Mid-Low,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.8997016753445811,2.638754594924036,Deal-Seeking Families
8775,1969,Graduate,Partner,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,45,1,2,137,7,0,369,0.42857142857142855,Mid-Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.4720604154388677,0.09435351835821065,Budget Families
1612,1981,Postgraduate,Alone,51381.5,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,33,1,2,47,6,0,579,0.5,Mid-Low,1,2,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-1.4611023377847245,-0.30568861805286,Budget Families
2345,1982,Postgraduate,Partner,70038.0,0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,32,0,1,1244,16,0,432,2.0,High,2,3,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.5086074788880877,-0.9960468305564636,Affluent Loyalists
322,1978,Graduate,Partner,42554.0,1,1,2013-01-12,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0,36,2,3,41,5,0,718,0.5,Mid-Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.177353959575547,0.19068218641147214,Budget Families
10897,1974,Graduate,Partner,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,40,1,2,1174,27,0,871,1.5,Mid-High,2,4,4,10,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,2.534801208771773,2.191256996346031,Deal-Seeking Families
123,1951,Graduate,Alone,67046.0,0,1,2013-01-06,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,0,0,0,0,63,1,2,993,13,0,724,2.0,Mid-High,1,3,3,7,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,0.8456210560191989,-0.023578740772106796,Affluent Loyalists
6103,1948,Graduate,Partner,42192.0,0,0,2013-09-06,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,66,0,1,100,6,0,481,0.5,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.2172767162584608,-1.4973361139456718,Budget Families
7899,1952,Postgraduate,Partner,77610.0,0,1,2012-10-29,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0,62,1,2,1680,15,0,793,0.5714285714285714,High,2,3,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.9895674323957855,-0.020664427885580382,Affluent Loyalists
10500,1984,Graduate,Partner,31761.0,1,0,2014-04-05,96,19,1,20,16,14,28,2,3,0,4,5,0,0,0,0,0,0,0,30,1,2,98,7,0,270,0.6,Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.7585920846240313,-0.26062842289826077,Budget Families
1655,1979,Graduate,Partner,34350.0,1,0,2013-10-19,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,35,1,2,48,4,0,438,0.14285714285714285,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.1484788135900588,-1.012212129766339,Budget Families
2406,1949,Graduate,Partner,54591.0,0,1,2013-08-05,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,65,1,2,519,16,0,513,1.2,Mid-High,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.20181127732096388,0.7470889823583687,Deal-Seeking Families
2712,1956,Graduate,Partner,71866.0,0,1,2013-12-25,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,58,1,2,715,19,0,371,2.0,High,1,4,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,1.071947726940134,0.07467085490397117,Affluent Loyalists
5517,1969,Graduate,Partner,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,45,1,2,37,4,0,472,0.125,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.204719784389736,-1.0222656299606028,Budget Families
10643,1987,Postgraduate,Alone,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,27,0,1,653,18,0,720,1.0,Mid-Low,4,3,3,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,0.4211572127966686,-0.3849185034951035,Affluent Loyalists
2254,1983,Graduate,Partner,69520.0,0,0,2013-07-07,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,0,31,0,1,1455,20,0,542,1.8,High,1,4,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.777608438866172,-0.16376734743533178,Affluent Loyalists
10281,1970,Graduate,Alone,64713.0,1,0,2014-02-07,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,0,1,44,1,2,602,17,0,327,1.25,Mid-High,4,3,3,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,0.8545498889514058,0.2187723221185572,Affluent Loyalists
6958,1977,Postgraduate,Partner,27889.0,1,0,2013-07-05,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0,37,1,2,26,4,0,544,0.16666666666666666,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.161458901668774,-1.0274395593089098,Budget Families
954,1960,Undergraduate,Alone,22123.0,0,0,2014-03-27,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,54,0,1,102,6,0,279,0.4,Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.6201247831640062,-1.4681518915413667,Budget Families
5079,1971,Graduate,Partner,51381.5,1,1,2013-03-03,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0,43,2,3,97,6,0,668,0.25,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.7844429858400177,0.9510419938482001,Budget Families
10339,1954,Postgraduate,Partner,51381.5,0,1,2013-06-23,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0,60,1,2,207,9,0,556,0.6666666666666666,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-0.8933449146593324,-0.08588748747655414,Budget Families
4643,1973,Graduate,Partner,27803.0,1,0,2012-08-26,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0,41,1,2,176,7,0,857,0.375,Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.789720488858423,-0.2876222790139482,Budget Families
3117,1955,Graduate,Alone,51381.5,0,1,2013-10-18,95,264,0,21,12,6,147,3,6,1,5,7,0,0,0,0,0,0,0,59,1,2,450,12,0,439,0.8571428571428571,Mid-Low,1,3,3,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.3046086973125627,0.65324885135946,Deal-Seeking Families
6497,1960,Graduate,Partner,51651.0,0,1,2012-11-07,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,54,1,2,433,13,0,784,0.75,Mid-High,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,-0.13402817866516084,1.025212933795796,Deal-Seeking Families
5396,1988,Graduate,Partner,68487.0,0,0,2013-01-13,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,26,0,1,1366,29,0,717,2.25,High,3,4,4,11,Champions,1,Cluster 1 - Affluent Loyalists,3.3891466101125514,0.07896172263739837,Affluent Loyalists
5250,1943,Postgraduate,Alone,51381.5,0,0,2013-10-30,75,532,126,490,164,126,126,1,5,5,11,1,0,0,1,0,0,0,1,71,0,1,1564,21,1,427,5.0,Mid-Low,1,4,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.307068737814278,-0.9737164083119214,Affluent Loyalists
1052,1969,Graduate,Partner,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,45,1,2,1001,24,0,683,1.1428571428571428,Mid-High,4,4,3,11,Champions,1,Cluster 1 - Affluent Loyalists,2.3360106964978335,1.204479141944203,Affluent Loyalists
2802,1992,Undergraduate,Partner,87000.0,0,0,2012-12-15,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,22,0,1,961,17,0,746,2.0,High,2,3,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,1.989673730243413,-0.965243728421429,Affluent Loyalists
6343,1959,Graduate,Partner,79823.0,0,1,2014-03-31,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,0,55,1,2,1518,22,1,275,3.0,High,4,4,4,12,Champions,1,Cluster 1 - Affluent Loyalists,3.235325228118709,-0.20173070511662636,Affluent Loyalists
6507,1980,Graduate,Alone,30828.0,1,0,2013-10-04,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,34,1,2,56,6,0,453,0.3333333333333333,Low,4,2,1,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.973978833557818,-0.6109797815963508,Budget Families
7901,1971,Postgraduate,Partner,34109.0,0,1,2013-11-06,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,0,43,1,2,22,3,0,420,0.0,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.3582927155696978,-1.2015025831060002,Budget Families
4865,1974,Postgraduate,Alone,53367.0,1,1,2013-08-31,2,229,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,0,1,40,2,3,400,14,0,487,0.7142857142857143,Mid-High,4,3,3,10,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,-0.7288646541185665,2.6787248738609755,Deal-Seeking Families
2686,1969,Undergraduate,Partner,22390.0,0,0,2013-10-21,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,0,45,0,1,26,3,0,436,0.14285714285714285,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.123203969720614,-1.7045873084601888,Budget Families
3107,1976,Graduate,Partner,71322.0,0,1,2014-05-02,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,38,1,2,350,12,0,243,2.0,High,3,3,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-0.18033622725915763,-0.41523266531422665,Budget Families
7734,1993,Graduate,Alone,79244.0,0,0,2012-12-19,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,0,1,21,0,1,1216,21,2,742,4.0,High,2,4,4,10,Loyal Customers,2,Cluster 2 - VIP Champions,3.568698115474769,-1.4047046396875493,VIP Champions
1146,1949,Postgraduate,Partner,49912.0,0,1,2012-09-07,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,65,1,2,874,22,1,845,1.25,Mid-Low,4,4,3,11,Champions,3,Cluster 3 - Deal-Seeking Families,1.9763643115252676,1.5479296726162362,Deal-Seeking Families
11031,1950,Postgraduate,Partner,48699.0,1,1,2013-05-21,90,26,1,10,2,0,1,1,1,0,3,5,0,0,0,0,0,0,0,64,2,3,40,4,0,589,0.2,Mid-Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.214318580743006,-0.35942455705363013,Budget Families
7428,1975,Graduate,Partner,80144.0,0,0,2013-09-30,47,240,132,445,250,192,108,1,3,7,8,1,0,0,0,0,0,0,0,39,0,1,1367,18,0,457,3.0,High,3,3,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.244940835736136,-1.1031891578353143,Affluent Loyalists
975,1956,Graduate,Alone,54252.0,1,1,2013-05-28,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,58,2,3,264,10,0,582,0.6666666666666666,Mid-High,3,2,2,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-1.1432773750062841,1.6896721986944245,Deal-Seeking Families
1103,1976,Postgraduate,Partner,81929.0,1,0,2012-09-29,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,0,1,38,1,2,2053,18,2,823,0.6666666666666666,High,2,3,4,9,Loyal Customers,2,Cluster 2 - VIP Champions,2.8445137891662093,-0.4884169466869665,VIP Champions
3422,1975,Graduate,Partner,76068.0,0,1,2012-11-29,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,0,39,1,2,1376,9,2,762,0.3333333333333333,High,2,2,4,8,Potential Loyalists,2,Cluster 2 - VIP Champions,1.290407292952318,-1.3659217174025826,VIP Champions
1055,1976,Postgraduate,Partner,53204.0,1,1,2014-03-20,40,29,0,8,2,0,6,1,1,0,3,4,0,0,0,0,0,0,0,38,2,3,45,4,0,286,0.25,Mid-High,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.1267002381126416,-0.3853047376672148,Budget Families
6544,1949,Postgraduate,Partner,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,65,1,2,976,24,0,223,2.0,Mid-High,2,4,3,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.035536299941681,0.9367256248914797,Affluent Loyalists
1241,1984,Undergraduate,Partner,14796.0,1,0,2012-09-17,1,13,3,8,7,4,16,2,1,0,3,9,0,0,0,0,0,0,1,30,1,2,51,4,0,835,0.1111111111111111,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.5762807758929362,-0.6634005697475371,Budget Families
2909,1974,Postgraduate,Partner,78128.0,0,1,2014-02-19,89,934,24,230,16,24,36,2,8,4,6,3,0,1,1,0,0,0,0,40,1,2,1264,18,2,315,2.6666666666666665,High,1,3,4,8,Potential Loyalists,2,Cluster 2 - VIP Champions,2.634419588134375,0.13570345650337765,VIP Champions
5802,1972,Undergraduate,Partner,14188.0,0,0,2013-02-28,40,2,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,0,0,42,0,1,75,6,0,671,0.3333333333333333,Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.9514502690173272,-1.4763910118336123,Budget Families
1407,1986,Undergraduate,Partner,20425.0,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,28,1,2,57,5,0,793,0.2857142857142857,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.277749781579077,-0.49382037364224574,Budget Families
6183,1962,Postgraduate,Partner,58646.0,0,1,2013-06-10,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,52,1,2,140,7,0,569,0.5,Mid-High,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-1.1484622718744464,-0.84015912037384,Budget Families
340,1970,Graduate,Alone,72967.0,0,1,2012-12-15,1,158,35,179,0,0,125,2,7,2,8,5,1,0,0,0,0,0,1,44,1,2,497,17,1,746,1.4,High,4,3,3,10,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,1.1075738451849588,0.2381339234005598,Deal-Seeking Families
5991,1949,Postgraduate,Partner,48150.0,0,1,2013-06-08,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,65,1,2,266,10,0,571,0.7142857142857143,Mid-Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-0.7631158389950614,0.431230355585718,Budget Families
3104,1961,Graduate,Alone,82332.0,0,0,2012-09-17,89,830,59,968,51,79,19,1,5,3,12,2,0,0,1,0,0,0,1,53,0,1,2006,20,1,835,2.5,High,1,4,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.9301887390832273,-1.0322546381145454,Affluent Loyalists
9729,1955,Graduate,Alone,58275.0,1,1,2013-06-02,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,0,0,0,0,59,2,3,615,17,0,577,1.1428571428571428,Mid-High,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.23590197508462007,2.8247715908817925,Deal-Seeking Families
1008,1981,Postgraduate,Partner,44953.0,0,0,2012-12-21,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,0,33,0,1,1021,23,1,740,1.1666666666666667,Mid-Low,3,4,3,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.8279810824505354,-0.6152473359367681,Affluent Loyalists
11091,1953,Graduate,Partner,34587.0,1,1,2014-05-16,68,7,2,9,2,0,2,2,1,0,3,4,0,0,0,0,0,0,0,61,2,3,22,4,0,229,0.25,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.5370685561546304,0.01358078395913549,Budget Families
3969,1974,Postgraduate,Partner,43018.0,0,1,2013-11-01,46,35,4,17,7,6,64,1,2,2,2,5,0,0,0,0,0,0,0,40,1,2,133,6,0,425,0.4,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.3867745842777335,-0.8420606931587017,Budget Families
1916,1954,Postgraduate,Partner,45736.0,0,1,2013-07-24,92,188,3,180,20,3,43,5,7,1,6,7,0,0,0,0,0,0,0,60,1,2,437,14,0,525,1.0,Mid-Low,1,3,3,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.22295700615732159,1.6035492110217018,Deal-Seeking Families
9907,1969,Postgraduate,Partner,66476.0,0,1,2013-12-04,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,45,1,2,1013,24,0,392,1.5,Mid-High,1,4,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,2.1962057036693974,0.5676217252762227,Affluent Loyalists
87,1981,Undergraduate,Partner,27733.0,1,0,2013-08-26,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,0,33,1,2,57,5,0,492,0.2857142857142857,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.126426769255807,-0.49329496486769425,Budget Families
8659,1952,Postgraduate,Partner,69805.0,0,1,2014-01-21,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0,62,1,2,1038,25,0,344,3.0,High,2,4,3,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.3411172759209675,0.5797013652584526,Affluent Loyalists
6262,1962,Postgraduate,Alone,72217.0,0,0,2013-04-10,93,816,42,450,55,56,154,1,3,10,8,2,0,0,0,0,0,0,0,52,0,1,1573,21,0,630,1.5,High,1,4,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.8623449854831895,-1.0075510139601895,Affluent Loyalists
6147,1971,Graduate,Alone,25818.0,1,0,2012-10-18,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,43,1,2,28,3,0,804,0.0,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.3789750822708315,-1.1936620984832385,Budget Families
8832,1976,Postgraduate,Partner,37509.0,1,0,2012-09-12,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,38,1,2,123,7,0,840,0.42857142857142855,Mid-Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-1.6340414275300628,-0.29831472275036636,Budget Families
10067,1976,Undergraduate,Partner,25176.0,1,1,2013-08-10,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,38,2,3,13,3,0,508,0.14285714285714285,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.7806600440816935,-0.3777056169028615,Budget Families
7532,1980,Graduate,Partner,43586.0,0,1,2012-08-30,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,34,1,2,132,7,0,853,0.375,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.51933282034882,0.07189521684421131,Budget Families
4915,1956,Undergraduate,Partner,53230.0,0,1,2012-08-03,86,176,72,98,136,21,229,4,5,2,12,5,0,0,0,0,0,0,0,58,1,2,732,19,0,880,1.0,Mid-High,1,4,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.3958251488697576,1.0662439485719157,Deal-Seeking Families
2115,1957,Graduate,Partner,50116.0,1,1,2014-06-20,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,0,57,2,3,66,5,1,194,0.2,Mid-Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-1.7612376083563666,-0.23747570647187266,Budget Families
2088,1972,Graduate,Partner,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,42,0,1,1631,23,3,453,2.5,High,1,4,4,9,Loyal Customers,2,Cluster 2 - VIP Champions,4.039454249979724,-1.4682629214038925,VIP Champions
2493,1966,Graduate,Partner,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,48,1,2,608,16,0,516,1.4,Mid-High,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.39115220989119603,0.49675190838303074,Deal-Seeking Families
6292,1986,Postgraduate,Partner,82333.0,0,0,2013-03-30,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,0,1,28,0,1,1822,17,1,641,2.0,High,2,3,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.4819516505736128,-1.266138211703572,Affluent Loyalists
1631,1965,Postgraduate,Partner,65220.0,0,0,2012-09-03,3,890,63,292,0,25,12,4,8,4,7,6,0,0,0,0,0,0,1,49,0,1,1282,19,0,849,1.3333333333333333,Mid-High,4,4,4,12,Champions,1,Cluster 1 - Affluent Loyalists,2.029921948040297,0.7591736109112357,Affluent Loyalists
